Hit Count,Page No,Product URL,Product Name,Product Price,Rating,Number of Reviews
73,5,https://www.amazon.in//SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-77,"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",664,4.4,916
74,5,https://www.amazon.in//Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-78,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),819,4.2,"1,538"
75,5,https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-79,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,"1,030",4.4,"3,136"
76,5,https://www.amazon.in//Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_80_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-80,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),"1,699",4.4,"1,905"
77,5,https://www.amazon.in//Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-81,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,843,3.7,740
78,5,https://www.amazon.in//Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-82,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",949,3.7,830
79,5,https://www.amazon.in//Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-83,Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,899,4.2,286
80,5,https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1679491605&sprefix=ba%2Caps%2C283&sr=8-84,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,"1,030",4.4,"1,691"
81,6,https://www.amazon.in//YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_123?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-123,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,999,4.2,"7,460"
82,6,https://www.amazon.in//VEZELA-Womens-Shoulder-Crossbody-Handbag/dp/B01MS1GRDW/ref=sr_1_124?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-124,VEZELA Handbags for Women-Combo Pack of 4-Shoulder Bag Crossbody Bag Sling Bag Card Holder-Set of 4 Purse for Women-Golden,"1,948",4.0,578
83,6,https://www.amazon.in//House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-125,"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue",499,4.3,"6,773"
84,6,https://www.amazon.in//SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-126,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",435,4.3,"3,168"
85,6,https://www.amazon.in//Half-Moon-Resistant-Backpack-Compartment/dp/B09GG53CSL/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-127,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),749,3.9,"1,218"
86,6,https://www.amazon.in//DZert-Girls-Polyester-White-Backpack/dp/B07H1BPCGQ/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-128,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Nevy Blue,339,3.8,"2,292"
87,6,https://www.amazon.in//AirCase-C17-Laptop-Sleeve-Handle/dp/B07FJV79CX/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-129,"AirCase Sleeve Messenger Bag with Handle & Detachable Shoulder Strap |for Upto 14"" Laptop/ MacBook | 3-in-1 use | 3 Zippered Spacious Pockets | Durable Nylon Padded Fabric, for Men & Women (Black)",778,4.1,"1,215"
88,6,https://www.amazon.in//Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-130,Gear Casual Backpack,404.,3.8,"2,082"
89,6,https://www.amazon.in//Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-131,"Luv Lap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",569,4.4,563
90,6,https://www.amazon.in//Tinytot-School-Backpack-College-Multipurpose/dp/B09C5J2MN7/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-132,Tinytot School Bag School Backpack College Backpack Travel Backpack Office Backpack Multipurpose Backpack Picnic Bag for Boys & Girls,589,4.3,292
91,6,https://www.amazon.in//Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-133,"Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black)",999,4.3,"2,965"
92,6,https://www.amazon.in//Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-134,Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),674,4.4,"1,413"
93,6,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-137,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),498,4.3,"12,356"
94,6,https://www.amazon.in//Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-138,Aristrocrat Unisex Laptop Bag Grey,799,4.4,18
95,6,https://www.amazon.in//Red-Lemon-Polyester-15-6-inch-Waterproof/dp/B07XYY2FW4/ref=sr_1_139?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-139,Red Lemon Polyester Bange Series 15.6inch Laptop Bag for Men 35 LTR Capacity Daily Office Bag for Men and Women Black (1903),"2,849",4.2,160
96,6,https://www.amazon.in//Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_140?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-140,Mi Business Casual 21L Water Resistant Laptop Backpack (Blue),"1,049",4.4,"6,172"
97,6,https://www.amazon.in//Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-141,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,"1,299",4.1,"1,017"
98,6,https://www.amazon.in//Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17227/dp/B075Y6SRMG/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-142,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey,783,4.2,"54,802"
99,6,https://www.amazon.in//Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ5XY31/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-143,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9,"9,061"
100,6,https://www.amazon.in//Half-Moon-Curiosity-Backpack-Resistant/dp/B09S3ZK3N1/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-144,"Half Moon Curiosity 35L Water Resistant 15.6"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Slim Durable Backpack",849,3.7,170
101,6,https://www.amazon.in//Expandable-Backpack-Water-resistant-Business-Charging/dp/B0B6FNB898/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-145,"Arctic Hunter Laptop Bag Expandable Backpack for 16 inch Lapotp 40L Travel Backpack Water-resistant Business School Backpack with USB Port for Men and Women,Black","3,324",4.2,22
102,6,https://www.amazon.in//Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-146,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,"1,030",4.4,"2,612"
103,6,https://www.amazon.in//F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-147,F Gear String 11 Ltrs Nylon Black Gym Bag,189,4.0,438
104,6,https://www.amazon.in//SBCOLLECTION-Premium-Backpack-Water-Resistance-Business/dp/B0BXL5B1J4/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1679491661&sprefix=ba%2Caps%2C283&sr=8-148,SBCOLLECTION Premium School College Office Laptop Daily Use Backpack for All Day Traveler,229,4.5,3
105,7,https://www.amazon.in//SBCOLLECTION-Premium-Backpack-Water-Resistance-Business/dp/B0BXL5B1J4/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-147,SBCOLLECTION Premium School College Office Laptop Daily Use Backpack for All Day Traveler,229,4.5,3
106,7,https://www.amazon.in//Genie-Clara-Backpack-Women-compartments/dp/B097JJGR1N/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-148,"Genie Clara Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.","1,025",4.2,58
107,7,https://www.amazon.in//BP1501-15-6-inch-Gaming-Laptop-Backpack/dp/B081RLHHCY/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-149,Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),"1,499",4.3,876
108,7,https://www.amazon.in//Farraige%C2%AE-Silicone-Crossbody-Waterproof-Stationery/dp/B0B4G8W6MQ/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-150,Farraige® Cartoon Soft Silicone Bag Crossbody Shoulder Bag Purse Waterproof Anti Fall Stationery Storage Bag Handbag Sweet Birthday Gift for Children Students Girls,684,4.5,26
109,7,https://www.amazon.in//POLESTAR-backpack-Backpack-College-Students/dp/B08X2JSJ6N/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-151,"POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",599,4.1,"3,432"
110,7,https://www.amazon.in//Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-152,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,"1,030",4.4,"2,612"
111,7,https://www.amazon.in//uppercase-Backpack-2300EBP1-resistant-sustainable/dp/B0BWNCV31F/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-153,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.0,374
112,7,https://www.amazon.in//Baggit-Womens-Laptop-Bag-Large/dp/B0BNTPMT2G/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-154,Baggit Women's Laptop Bag - Large (Blue),979,1.0,1
113,7,https://www.amazon.in//Storite-Leather-Sling-Coffee-Brown/dp/B0983N9GXN/ref=sr_1_155?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-155,"Storite Stylish Small PU Leather Sling Cross Body Travel Office One Side Shoulder Bag for Men Women (25 cm x 11 cm x 20 cm, Coffee Brown)",799,4.0,558
114,7,https://www.amazon.in//Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_156?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-156,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,"1,399",4.1,"5,299"
115,7,https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B0BPTT2HZY/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-157,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),599,3.9,36
116,7,https://www.amazon.in//LL-LEATHER-LAND-DESIGNER-BAGS/dp/B0BD4TTDHD/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-158,LL LEATHER LAND DESIGNER BAGS Women Sling Bag,299,4.0,"1,631"
117,7,https://www.amazon.in//Trunkit-Resistance-Trekking-Compartment-Rucksack/dp/B09NRVW114/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-161,Trunkit High Water Resistance Trekking Hiking Travel Bag With Shoe Compartment Rucksack,559,4.1,64
119,7,https://www.amazon.in//Scratch-Resistant-Anti-Theft-Shoulder-Earphone/dp/B084RHGTCQ/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-163,"Arctic Hunter Sling Bag for Men,Chest Bag for Men Crossbody Bag for Men Stylish Shoulder Bag for Men Water&Scratch Resistant,Anti-Theft Mens Sling Bag Side Bag with USB Charging Port Earphone Port Fit Up to 10inch iPad.Black","1,804",4.5,529
120,7,https://www.amazon.in//Victorinox-Nylon-Black-Laptop-31322601/dp/B004UCORV2/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-164,Victorinox Nylon Black Laptop Bag (31322601),"25,320",4.5,11
121,7,https://www.amazon.in//bg1905-Capacity-Laptop-Travelling-Backpack/dp/B082MKHDJ1/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-165,TSPARK Red Lemon bg1905 15.6 inch 35 LTR Capacity Laptop Bag for Men Travelling Hiking Backpack for Men and Women,"2,849",4.3,65
122,7,https://www.amazon.in//Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JM98M1/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-166,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure","1,839",4.3,77
123,7,https://www.amazon.in//Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-167,Mi Business Casual 21L Water Resistant Laptop Backpack (Blue),"1,049",4.4,"6,172"
124,7,https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-168,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,"1,075",4.3,"1,462"
125,7,https://www.amazon.in//Aircase-Backpack-Rucksack-Anti-Theft-Charging/dp/B07SX3X79F/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-169,"AirCase Laptop bag Anti Theft Backpack for Office College & Travel fits upto 15.6"" Laptop/Macbook, Waterproof, Durable, Multi-Pockets, 180° open (Black)- 1 Yr warranty","1,199",4.3,160
126,7,https://www.amazon.in//Heart-Home-Printed-Backpack-HS_38_HEARTH21105/dp/B095CGX9RT/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-170,Heart Home Rexien Disney Mickey Mouse Printed Kids School Bag|Zipper Closure With 3 Comparments|Size 27 x 22 x 40 CM (Green)-HS_38_HEARTH21105,697,3.9,182
127,7,https://www.amazon.in//Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_171?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-171,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,"1,299",4.1,"1,017"
128,7,https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3F1G7T/ref=sr_1_172?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-172,ADISA Laptop Backpack 31 Ltrs,499,4.0,"9,090"
129,8,https://www.amazon.in//Amazon-Basics-Professional-Backpack-15-inch-Laptop/dp/B09W4WB3K5/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-115,"Amazon Basics - Laptop Backpack/College Bag/Travel Bag for 15.6-inch Laptop, Water-Resistant, Casual","1,349",3.5,5
130,8,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-116,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",448,4.3,"12,356"
131,8,https://www.amazon.in//Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-117,Wooum Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Water Resisitance,328.,4.0,617
132,8,https://www.amazon.in//Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-118,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",991,4.2,715
133,8,https://www.amazon.in//TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-119,TRAWOC 80L Travel Backpack for Men & Women Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack,"2,380",4.4,"6,936"
134,8,https://www.amazon.in//POLESTAR-%C3%82-POLESTAR-Ranker-Bagpack-Backpack/dp/B084C84GTR/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-120,"POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",669,4.1,"7,617"
135,8,https://www.amazon.in//Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-121,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,664,4.1,"3,861"
136,8,https://www.amazon.in//YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-122,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,999,4.2,"7,460"
137,8,https://www.amazon.in//House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-125,"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue",499,4.3,"6,773"
138,8,https://www.amazon.in//SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-126,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",435,4.3,"3,168"
139,8,https://www.amazon.in//Half-Moon-Resistant-Backpack-Compartment/dp/B09GG53CSL/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-127,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),749,3.9,"1,218"
140,8,https://www.amazon.in//DZert-Girls-Polyester-White-Backpack/dp/B07H1BPCGQ/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-128,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Nevy Blue,339,3.8,"2,292"
141,8,https://www.amazon.in//AirCase-C17-Laptop-Sleeve-Handle/dp/B07FJV79CX/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-129,"AirCase Sleeve Messenger Bag with Handle & Detachable Shoulder Strap |for Upto 14"" Laptop/ MacBook | 3-in-1 use | 3 Zippered Spacious Pockets | Durable Nylon Padded Fabric, for Men & Women (Black)",778,4.1,"1,215"
142,8,https://www.amazon.in//Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-130,Gear Casual Backpack,404.,3.8,"2,082"
143,8,https://www.amazon.in//Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-131,"Luv Lap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",569,4.4,563
144,8,https://www.amazon.in//Tinytot-School-Backpack-College-Multipurpose/dp/B09C5J2MN7/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-132,Tinytot School Bag School Backpack College Backpack Travel Backpack Office Backpack Multipurpose Backpack Picnic Bag for Boys & Girls,589,4.3,292
145,9,https://www.amazon.in//Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-131,Gear Casual Backpack,404.,3.8,"2,082"
146,9,https://www.amazon.in//Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-132,"Luv Lap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",569,4.4,563
147,9,https://www.amazon.in//Tinytot-School-Backpack-College-Multipurpose/dp/B09C5J2MN7/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-133,Tinytot School Bag School Backpack College Backpack Travel Backpack Office Backpack Multipurpose Backpack Picnic Bag for Boys & Girls,589,4.3,292
148,9,https://www.amazon.in//Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-134,"Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black)",999,4.3,"2,964"
